date,region,course,off,race_name,type,class,pattern,rating_band,age_band,sex_rest,dist,dist_f,dist_m,going,ran,num,pos,draw,ovr_btn,btn,horse,age,sex,lbs,hg,time,secs,dec,jockey,trainer,prize,or,rpr,sire,dam,damsire,owner,comment,merge_key
2025-04-01,GB,fakenham,2:10,Racing TV Mares Novices Limited Handicap Hurdle,Hurdle,Class 5,,0-95,4yo+,M,2m7½f,23.5f,4714.0,Good,6,5.0,2,,2.25,2.25,varinia,6,M,147,tp,5:51.32,351.32,11.0,Harry Reed,Stuart Edmunds,1579.50,68,–,Soldier Hollow (GB),Rosi (GER),Lando,Foxtrot Racing Varinia,Led narrowly - led clearly after 4th - went clear after 3 out - not fluent and reduced lead 2 out - headed before last - soon no extra but kept on(op 11/1 tchd 9/1),fakenham_varinia_2025-04-01_2:10
2025-04-01,GB,fakenham,2:10,Racing TV Mares Novices Limited Handicap Hurdle,Hurdle,Class 5,,0-95,4yo+,M,2m7½f,23.5f,4714.0,Good,6,3.0,3,,21.25,19,troubleisontheway,6,M,161,t,5:55.12,355.12,21.0,Richie McLernon,Jonjo & A J ONeill,789.75,82,–,Walk In The Park (IRE),Bella Venezia (IRE),Milan,Mrs Fitri Hay,Pressed leader - prominent after 4th - raced in second but lost ground after 4 out - lost second after 3 out - soon weakened(op 14/1),fakenham_troubleisontheway_2025-04-01_2:10
2025-04-01,GB,fakenham,2:10,Racing TV Mares Novices Limited Handicap Hurdle,Hurdle,Class 5,,0-95,4yo+,M,2m7½f,23.5f,4714.0,Good,6,4.0,4,,22.5,1.25,regally blonde,6,M,150,tp,5:55.37,355.37,6.0,Harry Bannister,Ben Case,395.20,71,–,Mukhadram (GB),Jolie Blonde GB,Sir Percy,Case Racing Partnership Anita J Lush,In touch with leaders - not fluent and dropped to rear 4th - reminders after 5th - outpaced when hit 4 out - weakened after 3 out - hit 2 out(op 11/2),fakenham_regally blonde_2025-04-01_2:10
2025-04-01,GB,fakenham,2:10,Racing TV Mares Novices Limited Handicap Hurdle,Hurdle,Class 5,,0-95,4yo+,M,2m7½f,23.5f,4714.0,Good,6,1.0,5,,49.5,27,my dream,7,M,163,,6:0.77,360.77,19.0,Tabitha Worsley,Sarah Humphrey,196.95,87,–,Proclamation (IRE),Scarlett OTara GB,Kayf Tara,Magic Dreamers,In rear but in touch with leaders - pushed along with one circuit to go - outpaced 4 out - not fluent and weakened 3 out - tailed off(op 20/1 and tchd 22/1),fakenham_my dream_2025-04-01_2:10
2025-04-01,GB,fakenham,2:10,Racing TV Mares Novices Limited Handicap Hurdle,Hurdle,Class 5,,0-95,4yo+,M,2m7½f,23.5f,4714.0,Good,6,6.0,PU,,-,-,voleur de terres,7,M,145,,-,-,19.0,David Noonan,Claire Dyson,,66,–,Ocovango (GB),Moonlight Whispers (IRE),Oscar,Fsf Racing,Prominent on outer - in touch with leaders 6th - outpaced and dropped to rear 8th - ridden and detached with one circuit to go - weakened 4 out - pulled up after 2 out(tchd 20/1),fakenham_voleur de terres_2025-04-01_2:10
2025-04-01,GB,fakenham,2:40,Racing TV On Sky 424 Maiden Hurdle (GBB Race),Hurdle,Class 4,,,4yo+,,2m,16f,3221.0,Good,6,6.0,1,,0,0,abbey law,4,F,144,,3:52.78,232.78,13.0,Gavin Sheehan,Lucy Wadham,3539.90,–,–,Royal Applause (GB),Brunton Blue GB,Compton Place,Law Fertilisers Ltd,Towards rear - not fluent 5th - headway when not fluent 4 out - led after 2 out - ran green approaching last - ridden and kept on well run-in(op 17/2),fakenham_abbey law_2025-04-01_2:40
2025-04-01,GB,fakenham,2:40,Racing TV On Sky 424 Maiden Hurdle (GBB Race),Hurdle,Class 4,,,4yo+,,2m,16f,3221.0,Good,6,1.0,2,,3.25,3.25,kelijoe,5,G,159,,3:53.43,233.43,1.73,Sean Bowen,Stuart Edmunds,1630.85,–,–,Konig Turf (GER),Belijoe (FR),Balko,D Hague,Prominent - led then took keen hold before 2nd - not fluent 4 out - hit 2 out - soon headed - rallied approaching last - kept on run-in(op 4/6),fakenham_kelijoe_2025-04-01_2:40
2025-04-01,GB,fakenham,2:40,Racing TV On Sky 424 Maiden Hurdle (GBB Race),Hurdle,Class 4,,,4yo+,,2m,16f,3221.0,Good,6,4.0,3,,9.75,6.5,peerless percy,8,G,154,t,3:54.73,234.73,41.0,Tom Broughton,Olly Williams,815.10,–,–,Sir Percy (GB),Victoria Montoya GB,High Chaparral,Always Horsin Around Syndicate,In touch with leaders - headway before 3 out - outpaced before 2 out - no extra when hit last(op 33/1),fakenham_peerless percy_2025-04-01_2:40
2025-04-01,GB,fakenham,2:40,Racing TV On Sky 424 Maiden Hurdle (GBB Race),Hurdle,Class 4,,,4yo+,,2m,16f,3221.0,Good,6,5.0,4,,14.5,4.75,dartmouth rose,5,M,152,,3:55.68,235.68,17.0,Conor OFarrell,Matt Crawley,408.20,–,–,Dartmouth (GB),Iconic Rose GB,Sir Harry Lewis,The Stablemates,Didn't always jump with fluency - in rear - soon detached - headway after 3 out - kept on from 2 out - never dangerous(op 28/1),fakenham_dartmouth rose_2025-04-01_2:40
2025-04-01,GB,fakenham,2:40,Racing TV On Sky 424 Maiden Hurdle (GBB Race),Hurdle,Class 4,,,4yo+,,2m,16f,3221.0,Good,6,3.0,5,,23.5,9,one million dreams,5,G,159,,3:57.48,237.48,3.0,Jack Quinlan,Nick Littmoden,,97,–,No Risk At All (FR),Indian Lizzy GB,Tobougg,G Chesneaux N Littmoden,Towards rear - headway after 4th - soon prominent - weakened after 2 out(op 9/4),fakenham_one million dreams_2025-04-01_2:40
2025-04-01,GB,fakenham,2:40,Racing TV On Sky 424 Maiden Hurdle (GBB Race),Hurdle,Class 4,,,4yo+,,2m,16f,3221.0,Good,6,2.0,PU,,-,-,my mate mike,5,G,156,,-,-,23.0,Charlie Price,J R Jenkins,,–,–,Camacho (GB),Forgotten Wish (IRE),Lilbourne Lad,Dean Ivory,Took keen hold - led - ran green before 1st - prominent before 2nd - hit 4th - lost position before 3 out - weakened and pulled up before 2 out(op 16/1),fakenham_my mate mike_2025-04-01_2:40
2025-04-01,GB,fakenham,4:55,Turner Trophy Grassroots Maiden Hunters Chase (For The Turner Trophy),Chase,Class 5,,,5yo+,,3m,24f,4863.0,Good,6,3.0,1,,0,0,good source,8,G,163,t,6:12.38,372.38,6.0,Mr Rupert Stearn,E Turner,3047.75,–,–,Shirocco (GER),Shamble Street (IRE),Bob Back,B Turner,In touch with leaders - hampered by faller 10th - soon disputing second - prominent when left in second 4 out - ridden after 2 out - led just before last - kept on well run-in(op 7/2 tchd 11/2),fakenham_good source_2025-04-01_4:55
2025-04-01,GB,fakenham,4:55,Turner Trophy Grassroots Maiden Hunters Chase (For The Turner Trophy),Chase,Class 5,,,5yo+,,3m,24f,4863.0,Good,6,2.0,2,,2.25,2.25,get bye,10,G,161,tv,6:12.83,372.83,10.0,Miss Amber Jackson-Fennell,Miss Amber Jackson-Fennell,1764.75,92,–,Getaway (GER),Cappa Or (IRE),Oscar,Miss Amber Jackson Fennell,Led - headed just before last - kept on run-in(op 10/1 tchd 17/2),fakenham_get bye_2025-04-01_4:55
2025-04-01,GB,fakenham,4:55,Turner Trophy Grassroots Maiden Hunters Chase (For The Turner Trophy),Chase,Class 5,,,5yo+,,3m,24f,4863.0,Good,6,5.0,F,,-,-,red delta,6,G,168,p,-,-,2.5,Mr John Dawson,Fiona Needham,,–,–,Ocovango (GB),Red Card (IRE),Flemensfirth,R Tate,In touch with leaders - disputing second from 10th - not fluent 11th - prominent when fell 4 out(op 11/8),fakenham_red delta_2025-04-01_4:55
2025-04-01,GB,fakenham,4:55,Turner Trophy Grassroots Maiden Hunters Chase (For The Turner Trophy),Chase,Class 5,,,5yo+,,3m,24f,4863.0,Good,6,1.0,F,,-,-,bride rovers abu,6,G,161,,-,-,3.75,Miss Ellie Callwood,Kelly Morgan,,–,–,Gatewood (GB),Gortnahorna Lass (IRE),Coin Silver,Km Racing Club,Prominent - fell 10th(op 4/1 and tchd 5/1),fakenham_bride rovers abu_2025-04-01_4:55
2025-04-01,GB,fakenham,4:55,Turner Trophy Grassroots Maiden Hunters Chase (For The Turner Trophy),Chase,Class 5,,,5yo+,,3m,24f,4863.0,Good,6,6.0,PU,,-,-,kostantina,9,M,154,,-,-,81.0,Miss Clara Brewitt,Phil Lutman,,–,–,Oasis Dream (GB),Missy O Gwaun (IRE),Kings Best,Phil Lutman,Prominent - lost ground and dropped to last before 6th - detached and struggling before 12th - pulled up before 14th(op 50/1),fakenham_kostantina_2025-04-01_4:55
2025-04-01,GB,fakenham,4:55,Turner Trophy Grassroots Maiden Hunters Chase (For The Turner Trophy),Chase,Class 5,,,5yo+,,3m,24f,4863.0,Good,6,4.0,PU,,-,-,jersey fromentin,6,G,165,,-,-,5.5,Mr Paddy Barlow,A Pennock,,–,–,Racinger (FR),Madame Adelaide (FR),Zambezi Sun,Mrs Ruth Pennock,Jumped right throughout - held up in rear - pulled up after 5th (jockey said gelding jumped badly right-handed)(op 4/1 tchd 10/3),fakenham_jersey fromentin_2025-04-01_4:55
2025-03-30,IRE,leopardstown (ire),2:00,Look De Vega At Ballylinch Stud Fillies Maiden,Flat,,,,3yo,F,1m,8f,1609.0,Good To Yielding,7,7.0,1,6.0,0,0,tarima,3,F,129,,1:42.46,102.46,1.57,Chris Hayes,D K Weld,€8850,–,85,Lope De Vega (IRE),Tarana (IRE),Cape Cross,Exors Of The Late Aga Khan,Bumped start - held up in rear - pushed along and headway 2f out - went third over 1f out - ridden to lead inside final furlong - went clear towards finish - comfortably (jockey said filly received a bump coming out of stalls but it made no difference to his mount's running)(op 8/11 tchd 8/15),leopardstown (ire)_tarima_2025-03-30_2:00
2025-03-30,IRE,leopardstown (ire),2:00,Look De Vega At Ballylinch Stud Fillies Maiden,Flat,,,,3yo,F,1m,8f,1609.0,Good To Yielding,7,6.0,2,4.0,1.75,1.75,noli timere,3,F,129,,1:42.81,102.81,13.0,Colin Keane,M D OCallaghan,€2850,–,77,Starspangledbanner (AUS),Mahabba (IRE),Galileo,Eleanora Kennedy,Prominent - went second halfway - challenging under 2f out - led over 1f out - headed inside final furlong - kept on - no match for winner(op 16/1),leopardstown (ire)_noli timere_2025-03-30_2:00
2025-03-30,IRE,leopardstown (ire),2:00,Look De Vega At Ballylinch Stud Fillies Maiden,Flat,,,,3yo,F,1m,8f,1609.0,Good To Yielding,7,5.0,3,7.0,2.5,.75,made u blush,3,F,129,,1:42.96,102.96,19.0,W J Lee,W McCreery,€1350,–,75,Masar (IRE),La Arenosa (IRE),Exceed And Excel,Sabina Kelly,Led - faced challenge from under 2f out - headed over 1f out - weakened final 110yds(op 11/1 tchd 10/1),leopardstown (ire)_made u blush_2025-03-30_2:00
2025-03-30,IRE,leopardstown (ire),2:00,Look De Vega At Ballylinch Stud Fillies Maiden,Flat,,,,3yo,F,1m,8f,1609.0,Good To Yielding,7,3.0,4,2.0,3.75,1.25,crystal ball,3,F,129,,1:43.21,103.21,7.0,Gavin Ryan,Donnacha Aidan OBrien,€600,–,72,Wootton Bassett (GB),Life Happened (USA),Stravinsky,Derrick Smith Mrs John Magnier Michael Tabor,In touch with leaders - some headway disputing third under 2f out - outpaced inside final furlong(op 15/2),leopardstown (ire)_crystal ball_2025-03-30_2:00
2025-03-30,IRE,leopardstown (ire),2:00,Look De Vega At Ballylinch Stud Fillies Maiden,Flat,,,,3yo,F,1m,8f,1609.0,Good To Yielding,7,4.0,5,5.0,7.25,3.5,intensify,3,F,129,,1:43.91,103.91,6.0,Ryan Moore,A P OBrien,€300,–,64,Lope De Vega (IRE),Sunday Times GB,Holy Roman Emperor,Westerberg Mrs J Magnier M Tabor D Smith,Towards rear - ran green and outpaced over 2f out - kept on - never dangerous (vet reported filly to be post race normal)(op 3/1),leopardstown (ire)_intensify_2025-03-30_2:00
2025-03-30,IRE,leopardstown (ire),2:00,Look De Vega At Ballylinch Stud Fillies Maiden,Flat,,,,3yo,F,1m,8f,1609.0,Good To Yielding,7,2.0,6,1.0,11.25,4,arctic steps,3,F,129,,1:44.71,104.71,151.0,Rory Cleary,Miss Jennifer Anne Lynch,€150,–,55,Footstepsinthesand (GB),Arctic Haze (IRE),Kodiac,Anderson Correa De Oliveira,Reluctant to load - prominent - weakened quickly over 1f out(op 100/1),leopardstown (ire)_arctic steps_2025-03-30_2:00
2025-03-30,IRE,leopardstown (ire),2:00,Look De Vega At Ballylinch Stud Fillies Maiden,Flat,,,,3yo,F,1m,8f,1609.0,Good To Yielding,7,1.0,7,3.0,14.25,3,academe,3,F,129,,1:45.31,105.31,21.0,Shane Foley,Mrs John Harrington,,–,48,Acclamation (GB),Dramatise (IRE),Intikhab,Rea Restaurant Limited,Towards rear throughout(op 25/1),leopardstown (ire)_academe_2025-03-30_2:00
2025-03-30,IRE,leopardstown (ire),2:35,Ballylinch Stud Red Rocks Stakes  (Colts & Geldings),Flat,,Group 3,,3yo,C & G,7f,7f,1436.0,Good To Yielding,7,1.0,1,1.0,0,0,henri matisse,3,C,134,,1:28.44,88.44,2.5,Ryan Moore,A P OBrien,€35400,116,118,Wootton Bassett (GB),Immortal Verse (IRE),Pivotal,Mrs J Magnierm Tabord Smithmerriebelle Irish Farm Ltd,Held up in midfield - nudged along 3f out - plenty to do 2f out - headway against far rail over 1f out - ridden and ran on well to lead inside final 110yds(op 11/8 tchd 13/8),leopardstown (ire)_henri matisse_2025-03-30_2:35
2025-03-30,IRE,leopardstown (ire),2:35,Ballylinch Stud Red Rocks Stakes  (Colts & Geldings),Flat,,Group 3,,3yo,C & G,7f,7f,1436.0,Good To Yielding,7,3.0,2,7.0,.5,.5,comanche brave,3,C,131,,1:28.54,88.54,23.0,Gavin Ryan,Donnacha Aidan OBrien,€11400,100,109,Wootton Bassett (GB),Ishvana (IRE),Holy Roman Emperor,Mrs John Magnier Mrs A M Obrien,Raced in third - headway going easily and went second over 1f out - challenging inside final furlong - kept on towards finish(op 25/1 tchd 18/1),leopardstown (ire)_comanche brave_2025-03-30_2:35
2025-03-30,IRE,leopardstown (ire),2:35,Ballylinch Stud Red Rocks Stakes  (Colts & Geldings),Flat,,Group 3,,3yo,C & G,7f,7f,1436.0,Good To Yielding,7,2.0,3,4.0,1,.5,arizona blaze,3,C,131,,1:28.64,88.64,2.75,David Egan,Adrian Murray,€5400,110,108,Sergei Prokofiev (CAN),Liberisque GB,Equiano,Amo Racing Limited Giselle De Aguiar,Led - ridden over 1f out - headed and lost two places inside final 110yds(op 13/8 tchd 15/8),leopardstown (ire)_arizona blaze_2025-03-30_2:35
2025-03-30,IRE,leopardstown (ire),2:35,Ballylinch Stud Red Rocks Stakes  (Colts & Geldings),Flat,,Group 3,,3yo,C & G,7f,7f,1436.0,Good To Yielding,7,4.0,4,3.0,1.5,.5,hazdann,3,C,131,,1:28.74,88.74,5.5,Chris Hayes,D K Weld,€2400,–,109,Night Of Thunder (IRE),Hazmiyra (IRE),Pivotal,Exors Of The Late Aga Khan,Raced in fourth behind clear leaders - pushed along 2f out - headway over 1f out - kept on - not reach leaders(op 5/1),leopardstown (ire)_hazdann_2025-03-30_2:35
2025-03-30,IRE,leopardstown (ire),2:35,Ballylinch Stud Red Rocks Stakes  (Colts & Geldings),Flat,,Group 3,,3yo,C & G,7f,7f,1436.0,Good To Yielding,7,7.0,5,2.0,6.25,4.75,tribal nation,3,C,131,,1:29.69,89.69,12.0,Dylan Browne McMonagle,Joseph Patrick OBrien,€1200,90,94,Wootton Bassett (GB),Indian Blessing GB,Sepoy,Teme Valley Newsells Park Stud Ltd,Towards rear - brief headway 2f out - no impression 1f out(op 16/1),leopardstown (ire)_tribal nation_2025-03-30_2:35
2025-03-30,IRE,leopardstown (ire),2:35,Ballylinch Stud Red Rocks Stakes  (Colts & Geldings),Flat,,Group 3,,3yo,C & G,7f,7f,1436.0,Good To Yielding,7,5.0,6,6.0,6.5,0.3,rock of cashel,3,C,131,,1:29.74,89.74,23.0,Wayne Lordan,A P OBrien,€600,104,93,Wootton Bassett (GB),Best In The World (IRE),Galileo,Michael Tabor Derrick Smith Mrs John Magnier,Raced in second - carried head awkwardly and weakened quickly over 1f out(tchd 18/1),leopardstown (ire)_rock of cashel_2025-03-30_2:35
2025-03-30,IRE,leopardstown (ire),2:35,Ballylinch Stud Red Rocks Stakes  (Colts & Geldings),Flat,,Group 3,,3yo,C & G,7f,7f,1436.0,Good To Yielding,7,6.0,7,5.0,16.5,10,spycraft,3,C,131,,1:31.74,91.74,67.0,Scott McCullagh,Joseph Patrick OBrien,,–,66,Siyouni (FR),Joie De Vivre (FR),Invincible Spirit,John C Oxley,In rear throughout(op 50/1),leopardstown (ire)_spycraft_2025-03-30_2:35
2025-03-30,IRE,leopardstown (ire),3:10,Ballylinch Stud Priory Belle Stakes  (Fillies),Flat,,Group 3,,3yo,F,7f,7f,1436.0,Good To Yielding,13,12.0,1,2.0,0,0,swelter,3,F,128,,1:27.50,87.50,7.0,Chris Hayes,D K Weld,€35400,–,113,Kingman (GB),Hot Snap GB,Pivotal,Juddmonte,Midfield - pushed along and switched right 2f out - went fourth over 1f out - ridden and ran on well to lead inside final furlong - went clear towards finish - comfortably(tchd 11/2),leopardstown (ire)_swelter_2025-03-30_3:10
2025-03-30,IRE,leopardstown (ire),3:10,Ballylinch Stud Priory Belle Stakes  (Fillies),Flat,,Group 3,,3yo,F,7f,7f,1436.0,Good To Yielding,13,6.0,2,13.0,1.25,1.25,exactly,3,F,128,,1:27.75,87.75,1.83,Ryan Moore,A P OBrien,€11400,112,109,Frankel (GB),Heartache GB,Kyllachy,Derrick Smith Mrs John Magnier Michael Tabor,Midfield - raced wide home turn - headway from over 1f out - ran on well and went second towards finish - no match for winner(op Evens),leopardstown (ire)_exactly_2025-03-30_3:10
2025-03-30,IRE,leopardstown (ire),3:10,Ballylinch Stud Priory Belle Stakes  (Fillies),Flat,,Group 3,,3yo,F,7f,7f,1436.0,Good To Yielding,13,4.0,3,9.0,1.75,.5,cercene,3,F,128,,1:27.85,87.85,29.0,Gary Carroll,Joseph G Murphy,€5400,87,108,Australia (GB),Tschierschen (IRE),Acclamation,Shane R Stafford,Midfield - bit short of room 2f out - keeping on when switched right over 1f out - ran on well inside final furlong - went third final strides(tchd 33/1),leopardstown (ire)_cercene_2025-03-30_3:10
2025-03-30,IRE,leopardstown (ire),3:10,Ballylinch Stud Priory Belle Stakes  (Fillies),Flat,,Group 3,,3yo,F,7f,7f,1436.0,Good To Yielding,13,3.0,4,4.0,2,0.2,carla ridge,3,F,128,,1:27.94,87.94,41.0,David Egan,Eddie & Patrick Harty,€2400,94,107,New Bay (GB),Almira Wells (IRE),High Chaparral,Dan Kiely,Hampered start - prominent on inner throughout - bit short of room over 1f out - briefly went second inside final furlong - no extra towards finish - lost third final strides(op 50/1),leopardstown (ire)_carla ridge_2025-03-30_3:10
2025-03-30,IRE,leopardstown (ire),3:10,Ballylinch Stud Priory Belle Stakes  (Fillies),Flat,,Group 3,,3yo,F,7f,7f,1436.0,Good To Yielding,13,5.0,5,3.0,2.75,.75,copacabana sands,3,F,128,h,1:28.05,88.05,34.0,Jamie Powell,M D OCallaghan,€1200,85,105,Sands Of Mali (FR),Buttonhole GB,Montjeu,Mrs M D Ocallaghan,Ducked right start - towards rear - headway against far rail from under 2f out - short of room 1f out - kept on - not reach leaders (jockey said filly hung left in straight and was unlucky in running),leopardstown (ire)_copacabana sands_2025-03-30_3:10
2025-03-30,IRE,leopardstown (ire),3:10,Ballylinch Stud Priory Belle Stakes  (Fillies),Flat,,Group 3,,3yo,F,7f,7f,1436.0,Good To Yielding,13,10.0,6,1.0,5.75,3,orchidaceae,3,F,128,,1:28.65,88.65,26.0,W J Lee,A Oliver,€600,–,97,Churchill (IRE),Elleanthus (IRE),War Command,Team Valor,Led - headed inside final furlong - weakened final 110yds(op 40/1),leopardstown (ire)_orchidaceae_2025-03-30_3:10
2025-03-30,IRE,leopardstown (ire),3:10,Ballylinch Stud Priory Belle Stakes  (Fillies),Flat,,Group 3,,3yo,F,7f,7f,1436.0,Good To Yielding,13,2.0,7,7.0,6,0.3,barnavara,3,F,128,,1:28.70,88.70,19.0,Shane Foley,Mrs John Harrington,,103,96,Calyx (GB),Alfea GB,Kentucky Dynamite,Alpha Racing,Prominent - raced in second halfway - weakened inside final furlong(tchd 16/1),leopardstown (ire)_barnavara_2025-03-30_3:10
2025-03-30,IRE,leopardstown (ire),3:10,Ballylinch Stud Priory Belle Stakes  (Fillies),Flat,,Group 3,,3yo,F,7f,7f,1436.0,Good To Yielding,13,13.0,8,12.0,7.5,1.5,usdi atohi,3,F,128,h,1:29.00,89.00,34.0,Gavin Ryan,Donnacha Aidan OBrien,,96,92,Ten Sovereigns (IRE),Eria (IRE),Zoffany,Barry Fowler Steven I Weston,Keen to post - ducked left start - in touch with leaders - outpaced under 3f out - some headway over 1f out - soon no impression (jockey said filly jumped left from stalls),leopardstown (ire)_usdi atohi_2025-03-30_3:10
2025-03-30,IRE,leopardstown (ire),3:10,Ballylinch Stud Priory Belle Stakes  (Fillies),Flat,,Group 3,,3yo,F,7f,7f,1436.0,Good To Yielding,13,7.0,9,8.0,7.75,0.2,merrily,3,F,128,,1:29.09,89.09,12.0,Ronan Whelan,A P OBrien,,107,92,No Nay Never (USA),Caponata (USA),Selkirk,Derrick Smith Mrs John Magnier Michael Tabor,Held up in rear - headway over 1f out - ran on well - never near to challenge(op 10/1),leopardstown (ire)_merrily_2025-03-30_3:10
2025-03-30,IRE,leopardstown (ire),3:10,Ballylinch Stud Priory Belle Stakes  (Fillies),Flat,,Group 3,,3yo,F,7f,7f,1436.0,Good To Yielding,13,9.0,10,6.0,10,2.25,miracle beauty,3,F,128,,1:29.50,89.50,26.0,Dylan Browne McMonagle,Joseph Patrick OBrien,,85,86,Sioux Nation (USA),Equanimity (IRE),Exceed And Excel,Mark Dobbin,Midfield - weakened from over 1f out(op 22/1),leopardstown (ire)_miracle beauty_2025-03-30_3:10
2025-03-30,IRE,leopardstown (ire),3:10,Ballylinch Stud Priory Belle Stakes  (Fillies),Flat,,Group 3,,3yo,F,7f,7f,1436.0,Good To Yielding,13,11.0,11,5.0,10.75,.75,sparkling sea,3,F,128,,1:29.65,89.65,9.5,Colin Keane,G M Lyons,,–,83,Starspangledbanner (AUS),Titanium Sky (IRE),Dark Angel,Moyglare Stud Farm,Towards rear throughout (vet reported filly to be post race normal)(op 8/1 tchd 7/1 and tchd 10/1),leopardstown (ire)_sparkling sea_2025-03-30_3:10
2025-03-30,IRE,leopardstown (ire),3:10,Ballylinch Stud Priory Belle Stakes  (Fillies),Flat,,Group 3,,3yo,F,7f,7f,1436.0,Good To Yielding,13,1.0,12,11.0,12.25,1.5,bubbling,3,F,131,,1:29.95,89.95,9.0,Wayne Lordan,A P OBrien,,108,82,No Nay Never (USA),Lumiere Noire (FR),Dashing Blade,Michael Tabor Derrick Smith Mrs John Magnier,Towards rear throughout (vet reported filly to be lame post race)(tchd 7/1),leopardstown (ire)_bubbling_2025-03-30_3:10
2025-03-30,IRE,leopardstown (ire),3:10,Ballylinch Stud Priory Belle Stakes  (Fillies),Flat,,Group 3,,3yo,F,7f,7f,1436.0,Good To Yielding,13,8.0,13,10.0,18.75,6.5,minaun view,3,F,128,,1:31.25,91.25,81.0,Ben Coen,Henry De Bromhead,,–,62,Bated Breath (GB),Vote Often GB,Beat Hollow,Stephen E Mccarthy,Prominent - weakened from under 2f out(op 66/1),leopardstown (ire)_minaun view_2025-03-30_3:10
2025-03-30,IRE,leopardstown (ire),3:45,P.W. McGrath Memorial Ballysax Stakes,Flat,,Group 3,,3yo,,1m2f,10f,2012.0,Good To Yielding,7,1.0,1,2.0,0,0,delacroix,3,C,134,,2:6.15,126.15,1.57,Ryan Moore,A P OBrien,€35400,116,116,Dubawi (IRE),Tepin (USA),Bernstein,Derrick Smith Mrs John Magnier Michael Tabor,Led but pestered - shaken up and went clear over 1f out - pushed out and ran on well final furlong(op 4/5 tchd 8/15),leopardstown (ire)_delacroix_2025-03-30_3:45
2025-03-30,IRE,leopardstown (ire),3:45,P.W. McGrath Memorial Ballysax Stakes,Flat,,Group 3,,3yo,,1m2f,10f,2012.0,Good To Yielding,7,3.0,2,6.0,2.25,2.25,lambourn,3,C,131,,2:6.60,126.60,10.0,Ronan Whelan,A P OBrien,€11400,101,107,Australia (GB),Gossamer Wings (USA),Scat Daddy,Mrs John Magnier Michael Tabor Derrick Smith,Raced in third - outpaced over 2f out - ran on well up the centre from 1f out - went second towards finish - no match for winner(op 17/2 tchd 13/2),leopardstown (ire)_lambourn_2025-03-30_3:45
2025-03-30,IRE,leopardstown (ire),3:45,P.W. McGrath Memorial Ballysax Stakes,Flat,,Group 3,,3yo,,1m2f,10f,2012.0,Good To Yielding,7,5.0,3,3.0,3.5,1.25,tiberius thunder,3,C,131,,2:6.85,126.85,13.0,David Egan,Adrian Murray,€5400,–,105,Night Of Thunder (IRE),Ellthea (IRE),Kodiac,Amo Racing Limited Giselle De Aguiar,Pressed leader - outpaced over 1f out - no extra and lost second towards finish(op 11/1 tchd 14/1),leopardstown (ire)_tiberius thunder_2025-03-30_3:45
2025-03-30,IRE,leopardstown (ire),3:45,P.W. McGrath Memorial Ballysax Stakes,Flat,,Group 3,,3yo,,1m2f,10f,2012.0,Good To Yielding,7,4.0,4,4.0,4.75,1.25,puppet master,3,C,131,,2:7.10,127.10,5.5,Wayne Lordan,A P OBrien,€2400,106,102,Camelot (GB),Realtra (IRE),Dark Angel,Derrick Smith Mrs John Magnier Michael Tabor,Towards rear - headway over 2f out - kept on final furlong - not reach leaders(op 4/1),leopardstown (ire)_puppet master_2025-03-30_3:45
2025-03-30,IRE,leopardstown (ire),3:45,P.W. McGrath Memorial Ballysax Stakes,Flat,,Group 3,,3yo,,1m2f,10f,2012.0,Good To Yielding,7,7.0,5,1.0,5.25,.5,wemightakedlongway,3,F,128,,2:7.20,127.20,19.0,Dylan Browne McMonagle,Joseph Patrick OBrien,€1200,102,98,Australia (GB),Dont Ask Me At All (IRE),No Nay Never,E S Racing,Raced in fourth - briefly went third under 3f out - weakened inside final furlong(op 14/1),leopardstown (ire)_wemightakedlongway_2025-03-30_3:45
2025-03-30,IRE,leopardstown (ire),3:45,P.W. McGrath Memorial Ballysax Stakes,Flat,,Group 3,,3yo,,1m2f,10f,2012.0,Good To Yielding,7,2.0,6,5.0,9,3.75,kibris,3,C,131,,2:7.95,127.95,13.0,Shane Foley,Joseph Patrick OBrien,€600,–,94,Lope De Vega (IRE),Dark Rose Angel (IRE),Dark Angel,Simon Munir Isaac Souede,Held up in rear - outpaced under 2f out - hung right under 2f out - soon no extra(op 10/1),leopardstown (ire)_kibris_2025-03-30_3:45
2025-03-30,IRE,leopardstown (ire),3:45,P.W. McGrath Memorial Ballysax Stakes,Flat,,Group 3,,3yo,,1m2f,10f,2012.0,Good To Yielding,7,6.0,7,7.0,17.5,8.5,spicy margarita,3,F,128,,2:9.65,129.65,67.0,W J Lee,Adrian Murray,,87,74,Earthlight (IRE),Nahoodh (IRE),Clodovil,Amo Racing Limited Giselle De Aguiar,Midfield - dropped to rear over 2f out - soon no extra(op 40/1),leopardstown (ire)_spicy margarita_2025-03-30_3:45
